0.05	1.7576352803716611E-002   3.4130326773328605E-002   3.4734519034989253E-002   7.0235198179450814E-002
0.025   1.2277937230575896E-002   2.2027720692407011E-002  2.2786350824148663E-002    4.8172267386723359E-002 
0,02    2.5942355720911269E-003   4.5318555575096803E-003   4.7590455376367198E-003   1.0136617968207204E-002
0.0125  7.5237271064929698E-003   1.2795922657764108E-002   1.3381144592104684E-002   2.9039137580013204E-002 
0.01	1.5736525642274202E-003   2.6431110070662357E-003   2.7739990698273324E-003   6.0465908857793918E-003
6,66E-003        1.0860993789952446E-003   1.7843186148752224E-003   1.9015856735316947E-003   4.1489878366019516E-003
8.33E-003      1.3525227942275211E-003   2.2537119604074205E-003   2.3681561280438630E-003   5.1806802127900625E-003
