 0.04    9.2256143047269245E-004   2.0091622591077584E-003   1.8264312017539301E-003   4.2081754064964508E-003
 0.02    4.3628329839248708E-004   9.6514290115295195E-004   9.1096979162518063E-004   2.0639715763141461E-003
 0.01333 2.5927257363414605E-004   5.7428432253382559E-004   5.4746559349571591E-004   1.2574020279932355E-003
 0.01    1.7532241004141651E-004   3.7582533856376485E-004   3.6192696106425768E-004   8.4218716183348985E-004
